1|20190714T16932|gq1rpxuj-u849-8was-viqf-huusyc0148jq|1683|5
2|20190714T16932|iyp9peta-vy6m-wh78-spk8-yo63mysu0cli|836|12
3|20190714T16932|j81vyhw4-50au-3drj-lkzx-xojrxhinszee|1190|6
4|20190714T16932|da9055w1-5k4t-0gtg-f9td-00t6a1x4osdc|2541|19
5|20190714T16932|da9055w1-5k4t-0gtg-f9td-00t6a1x4osdc|585|3
6|20190714T16932|h4rcnzo6-swta-j7wq-fd8h-v2tuofx5wecv|2343|11
7|20190714T16932|bbp88x4k-kcye-53zj-xwos-xnvu7v6pur3z|1159|11
8|20190714T16932|xg7e9sxi-wecx-j0bm-kp1v-maqmubpiyibf|1052|13
9|20190714T16932|da9055w1-5k4t-0gtg-f9td-00t6a1x4osdc|1779|3
10|20190714T16932|h4rcnzo6-swta-j7wq-fd8h-v2tuofx5wecv|2591|1
11|20190714T16932|gq1rpxuj-u849-8was-viqf-huusyc0148jq|1035|8
12|20190714T16932|zcmg4wck-47bc-rnok-s7k4-3r1nlp0s4m4c|2509|1
13|20190714T16932|xg7e9sxi-wecx-j0bm-kp1v-maqmubpiyibf|858|7
14|20190714T16932|kkhskrgp-x0qa-ddwu-t4c2-wn2h2hgx31zc|2351|15
15|20190714T16932|5khqph7j-i9ec-6wvj-0o9p-nj6mrazae0h9|1140|11
16|20190714T16932|xnta9qfi-oor3-z2o3-qtpz-bh6w23kfopxd|983|18
17|20190714T16932|sban3l3l-4mqm-lw0o-5p74-wj6hm2oujbpa|942|8
18|20190714T16932|j81vyhw4-50au-3drj-lkzx-xojrxhinszee|1947|7
19|20190714T16932|8z6u2f57-onh9-m6c5-qpxm-7fhnrsr1ni1t|1513|11
20|20190714T16932|sh9ztsd8-g8xy-wuet-239k-ja6fyj04s32s|692|17
21|20190714T16932|zcmg4wck-47bc-rnok-s7k4-3r1nlp0s4m4c|1193|17
22|20190714T16932|xnta9qfi-oor3-z2o3-qtpz-bh6w23kfopxd|1563|6
23|20190714T16932|8z6u2f57-onh9-m6c5-qpxm-7fhnrsr1ni1t|2975|4
24|20190714T16932|kkhskrgp-x0qa-ddwu-t4c2-wn2h2hgx31zc|1693|5
25|20190714T16932|dcm5mr6a-qfg6-14a0-pkw6-dq9vj7u3ouu8|387|19
